job_id,job_title,required_skills,min_years_experience,max_years_experience,salary_min,salary_max,salary_currency,job_location,remote_allowed,job_posted_date,company_size,industry
176,HEAD OF DATA,CICD|Agile|Docker|Node.js|GraphQL|Django|Django,10.0,14.0,159000,194000,USD,Manchester,No,2023-08-26,51-200,Real Estate
177,Junior Data Analyst,CICD|Communication|TensorFlow|Scikit-learn|dbt|dbt|Airflow,0.0,3.0,30000,42000,USD,New York,,2023-12-20,51-200,AdTech
178,Junior DevOps Engineer,AWS|AWS|Terraform|Prometheus,0.0,4.0,28000,35000,EUR,Austin,Yes,2024-05-05,,AI/ML
179,Frontend Developer,Agile|JavaScript|Agile|Angular|React|Next.js|CSS,2.0,6.0,2520000000,3350000000,IRR,Remote,No,2024-09-13,201-1000,LegalTech
180,Data Analyst,Testing|Spark|Tableau|SQL,5.0,,60000,82000,USD,Tabriz,Hybrid,2024-12-01,1000+,Blockchain
181,Head of Data,Agile|Kubernetes|JavaScript|CICD|CICD|CSS|JSON|CSS,8.0,13.0,130000,183000,EUR,Singapore,No,2024-08-26,201-1000,SaaS
182,Solutions Architect,Vue|JavaScript|Python|Redux|Docker,2.0,6.0,60000,76000,USD,Munich,No,2024-03-12,1000+,Media
183,ML Engineer,Agile|Airflow|Power BI|TensorFlow|Express|Airflow,5.0,7.0,56000,68000,EUR,Shiraz,No,2024-12-17,201-1000,Biotech
184,Junior ML Engineer,SQL|NumPy|Power BI,1.0,5.0,35000,44000,USD,Hamburg,Hybrid,2024-09-20,201-1000,Real Estate
185,Junior Backend Developer,Express|Flask|Java|Docker|Docker|FastAPI|Django,1.0,,30000,42000,USD,Amsterdam,Yes,2024-02-14,1000+,Blockchain
186,Solutions Architect,Problem-Solving|HTML|Communication|FastAPI|Flask|RabbitMQ|MongoDB,4.0,10.0,100000,131000,USD,Munich,No,2023-04-30,1000+,AI/ML
187,Tech Lead,CICD|RabbitMQ|Python|Tailwind|Linux|Spring,11.0,15.0,140000,167000,USD,Sydney,No,02/07/2024,51-200,Blockchain
188,Data Analyst,Communication|Agile|XGBoost|GraphQL|XGBoost|Scrum|LightGBM,3.0,9.0,60000,78000,USD,Vancouver,Yes,2023-05-03,1000+,Energy
189,Senior ML Engineer,TensorFlow|Power BI|Scikit-learn|TensorFlow|dbt|FastAPI|NumPy,8.0,14.0,109000,140000,USD,Shiraz,No,2023-06-28,,Logistics
190,Senior Frontend Developer,Communication|React|Next.js|Angular|Scrum|Angular|Tailwind,7.0,10.0,100000,134000,USD,Munich,Hybrid,2024-01-09,1000+,InsurTech
191,Web Developer,Flask|React|Svelte|Testing|Node.js|Kafka,3.0,9.0,73000,93000,USD,Seattle,,2024-05-13,11-50,Logistics
192,Software Engineer,PostgreSQL|Communication|MySQL|HTML|JSON|Next.js,4.0,8.0,2520000000,3210000000,IRR,Toronto,No,2023-07-23,201-1000,Energy
193,Solutions Architect (Senior),GraphQL|CICD|React|Agile|CICD,7.0,12.0,93000,126000,EUR,London,Yes,2023-06-15,51-200,Real Estate
194,Senior ML Engineer,Redis|Django|Django|Python|Node.js|LightGBM,10.0,,100000,131000,USD,New York,,2023-03-07,201-1000,SaaS
195,Junior Software Engineer,REST API|Communication|Scrum|Scrum|Express|GraphQL|CICD|Agile,0.0,4.0,1260000000,1480000000,IRR,Seattle,No,2024-07-07,201-1000,IoT
196,Lead Architect,Communication|Problem-Solving|GraphQL|Next.js|FastAPI|Linux|Tailwind,14.0,16.0,140000,181000,USD,New York,No,2023-05-20,51-200,LegalTech
197,Senior Full Stack Developer,Kubernetes|MySQL|Flask,9.0,14.0,143000,187000,EUR,Berlin,No,2023-03-23,51-200,IoT
198,CTO,Django|Node.js|Angular,15.0,21.0,140000,191000,USD,seattle,Yes,2023-06-05,1-10,SaaS
199,BACKEND DEVELOPER,GraphQL|MySQL|RabbitMQ|Java|PostgreSQL,3.0,5.0,60000,86000,USD,SYDNEY,Hybrid,2023-09-14,1000+,Logistics
200,Engineering Manager,Scrum|Kafka|REST API|CICD|Communication|Problem-Solving|Agile|CICD,9.0,12.0,157000,218000,USD,Shiraz,Yes,2024-11-13,201-1000,Media
201,full stack developer,Tailwind|Node.js|HTML|Svelte|Go|FastAPI|Django|Kafka,4.0,6.0,60000,78000,USD,Shiraz,Hybrid,2024-12-19,201-1000,Real Estate
202,Data Scientist,TensorFlow|R|Power BI|Tableau,5.0,9.0,71000,102000,USD,Seattle,No,2024-09-05,201-1000,Real Estate
203,Junior Backend Developer,Django|Python|MySQL|FastAPI|PostgreSQL|Testing|Go|Kubernetes,0.0,6.0,30000,36000,USD,Shiraz,Yes,2024-02-24,11-50,E-commerce
204,Data Scientist,dbt|Power BI|JSON,4.0,6.0,68000,97000,USD,Sydney,Yes,2024-11-02,1000+,Travel
205,Senior ML Engineer,TensorFlow|R|Go|PyTorch|Go|XGBoost|Pandas,6.0,12.0,99000,127000,EUR,Seattle,No,2023-07-03,51-200,Automotive
206,Senior Full Stack Developer,Next.js|MongoDB|Next.js|Problem-Solving,9.0,13.0,4200000000,5100000000,IRR,Paris,No,2023-11-29,201-1000,Logistics
207,Senior Frontend Developer,HTML|Tailwind|Tailwind|CSS|JavaScript,7.0,11.0,100000,133000,USD,Tehran,Hybrid,2023-08-08,201-1000,AI/ML
208,Lead Architect,,10.0,13.0,140000,182000,USD,Austin,No,2023-04-05,11-50,Biotech
209,Lead Architect,Communication|Java|Testing|Svelte|Redux|REST API|Linux|Git,13.0,18.0,6970000000,8590000000,IRR,Remote,,2023-08-21,51-200,Telecom
210,VP Engineering ,Scrum|Agile|JavaScript|CICD|Testing|REST API|GraphQL|YAML,9.0,14.0,220000,287000,USD,Mashhad,No,2024-05-02,201-1000,LegalTech
211,Junior Web Developer,Webpack|Flask|Next.js|Redux|Docker|FastAPI,1.0,7.0,30000,37000,USD,Qom,Yes,2024-03-09,1000+,Cloud
212,Solutions Architect (Senior),Scrum|CICD|Problem-Solving|React,5.0,,4700000000,6440000000,IRR,Dubai,No,22/10/2023,201-1000,Logistics
213,ML Engineer,Power BI|NumPy|Python|REST API|R|TensorFlow|Scikit-learn,3.0,5.0,60000,77000,USD,Munich,No,2023-03-10,51-200,IoT
214,Senior Frontend Developer,TypeScript|HTML|Tailwind|Redux|JSON|TypeScript|React|Vue,8.0,10.0,102000,148000,USD,Istanbul,No,2023-12-08,11-50,Transportation
215,Web Developer,Git|Next.js|Spring|Vue|Node.js|HTML,3.0,9.0,2520000000,3520000000,IRR,Tabriz,No,2024-03-03,11-50,IoT
216,Junior Web Developer,Node.js|Express|SASS|SASS,0.0,3.0,31000,38000,EUR,Seattle,Yes,2023-06-11,11-50,Fintech
217,Systems Engineer,Communication|GraphQL|SASS|Spring|Agile|Scrum,3.0,9.0,100000,130000,USD,Berlin,No,2023-08-25,51-200,Cloud
218,Tech Lead,GraphQL|Tailwind|Agile|Agile|Flask|Scrum,8.0,11.0,130000,154000,EUR,Madrid,No,2023-07-29,11-50,Media
219,Junior Data Analyst,Problem-Solving|dbt|YAML|Testing|YAML|YAML|R|Pandas,0.0,6.0,30000,41000,USD,Singapore,,2024-07-25,51-200,Telecom
220,Solutions Architect,Java|Testing|JSON|Agile|RabbitMQ|CICD|GraphQL,2.0,8.0,60000,78000,USD,Madrid,Yes,2024-04-06,11-50,Biotech
221,Frontend Developer,SASS|Tailwind|Webpack,5.0,11.0,2520000000,3010000000,IRR,Karaj,No,2024-01-25,1000+,Gaming
222,Junior ML Engineer,PyTorch|Scikit-learn|Pandas|NumPy|Scrum|Python,-1.0,4.0,31000,45000,USD,New York,No,2023-08-11,,Blockchain
223,Web Developer,JavaScript|React|React|JavaScript,2.0,,65000,79000,USD,Mashhad,Yes,2023-12-06,201-1000,Biotech
224,Lead Architect,Testing|YAML|MySQL|Java|Linux|Svelte,13.0,18.0,130000,152000,EUR,Dubai,No,2024-04-27,11-50,E-commerce
225,Junior Software Engineer,TypeScript|GraphQL|Express|CSS|YAML|Problem-Solving|Communication,2.0,8.0,30000,41000,USD,Karaj,Yes,2024-05-24,11-50,Real Estate
226,Junior Full Stack Developer,Redis|CSS|Git|HTML|HTML|Kubernetes|Svelte,0.0,4.0,28000,37000,EUR,Singapore,No,2024-06-02,1-10,Gaming
227,Data Scientist,Power BI|Power BI|Git|NumPy|Power BI|NumPy|Tableau|JSON,5.0,7.0,72000,83000,EUR,Seattle  ,Hybrid,2024-11-25,1000+,Cybersecurity
228,Junior Frontend Developer,React|Redux|Redux|CSS|React|Redux|TypeScript,1.0,3.0,38000,46000,USD,Sydney,No,2023-09-01,201-1000,LegalTech
229,Data Scientist,Power BI|NumPy|Scrum,5.0,9.0,60000,79000,USD,Tabriz,,2024-06-12,1000+,Healthcare
230,Junior Backend Developer,,0.0,2.0,30000,39000,USD,Singapore,No,2023-11-16,51-200,Manufacturing
231,Solutions Architect (Senior),Communication|C#|JavaScript|Kubernetes,6.0,10.0,142000,184000,USD,Karaj,No,2023-10-18,11-50,Energy
232,Junior ML Engineer,dbt|Scikit-learn|Tableau|MySQL|Express|Problem-Solving,2.0,4.0,1260000000,1750000000,IRR,Isfahan,No,2024-04-21,201-1000,Biotech
233,Engineering Manager,YAML|Spring|Problem-Solving|REST API,13.0,18.0,140000,188000,USD,Madrid,No,2023-04-26,51-200,Media
234,Junior Software Engineer,Kubernetes|Tailwind|MongoDB|Redis|Scrum,2.0,4.0,40000,52000,USD,Paris,No,2024-08-28,201-1000,InsurTech
235,Lead Architect,RabbitMQ|Problem-Solving|Next.js|Linux|RabbitMQ|Django|Communication,9.0,15.0,130000,161000,EUR,Mashhad,Hybrid,2024-05-21,201-1000,Fintech
236,Backend Developer,MongoDB|RabbitMQ|Flask|Flask|PostgreSQL,4.0,8.0,3720000000,4390000000,IRR,Amsterdam,Yes,2024-09-18,1000+,Fintech
237,Director of Engineering,Python|FastAPI|REST API|Testing|YAML,13.0,18.0,168000,212000,USD,Seattle,Hybrid,2024-05-01,1000+,Automotive
238,Junior Web Developer,React|SASS|Kafka,0.0,5.0,1870000000,2590000000,IRR,Paris,No,2024-12-13,51-200,AdTech
239,Data Analyst,,3.0,9.0,69000,80000,USD,Austin,Yes,2024-12-22,1000+,LegalTech
240,Web Developer,Linux|FastAPI|Tailwind|CICD|Go|Webpack|Kubernetes,4.0,10.0,93000,130000,EUR,Austin,Hybrid,2024-06-08,51-200,E-commerce
241,Database Administrator,Kafka|YAML|Agile,4.0,8.0,60000,77000,USD,Munich,Yes,2023-03-20,201-1000,Cloud
242,Data Analyst,Tableau|Problem-Solving|Scikit-learn|TensorFlow|LightGBM|GraphQL|Scikit-learn|R,2.0,5.0,56000,78000,EUR,Berlin,Yes,2024-02-27,1000+,E-commerce
243,Software Engineer,Tailwind|CSS|Tailwind|Communication,3.0,8.0,60000,84000,USD,Tokyo,Hybrid,21/03/2024,1-10,Blockchain
244,Senior Data Scientist,TensorFlow|Spark|TensorFlow|TensorFlow|Pandas|Communication|CICD|dbt,10.0,16.0,148000,178000,EUR,Karaj,,2024-11-24,,SaaS
245,Junior Backend Developer,RabbitMQ|MySQL|FastAPI|Express|Spring|Flask|Java|Python,0.0,3.0,1350000000,1670000000,IRR,Isfahan,No,2024-12-26,201-1000,Gaming
246,Junior Full Stack Developer,Webpack|TypeScript|CICD|Tailwind|Angular|Redis,2.0,5.0,56000,72000,EUR,London,Hybrid,2023-03-05,1-10,Logistics
247,Senior DevOps Engineer,Ansible|Nginx|Jenkins|Scrum,5.0,7.0,100000,139000,USD,Tehran,No,2023-09-14,201-1000,Cybersecurity
248,Backend Developer,Python|Docker|Kafka|Kafka|Redis|MongoDB|Go,2.0,7.0,60000,79000,USD,Hamburg,Hybrid,2024-01-03,201-1000,Manufacturing
249,Software Developer Intern,CICD|Flask|Agile|Kubernetes|Git,2.0,4.0,28000,35000,EUR,Madrid,Yes,2023-03-28,201-1000,Energy
250,Senior Frontend Developer  ,JavaScript|JavaScript|Problem-Solving|Git|HTML|Svelte,8.0,14.0,113000,154000,USD,Austin,No,2024-07-03,1-10,Cloud
251,Junior Data Analyst,Agile|R|PyTorch,0.0,6.0,50000,58000,USD,Tokyo,Yes,2023-04-27,1000+,InsurTech
252,Senior DevOps Engineer,Ansible|AWS|Terraform|Nginx|GCP|Nginx|Docker,7.0,12.0,100000,117000,USD,austin,No,2023-06-18,11-50,Energy
253,SOFTWARE DEVELOPER INTERN,Express|Redis|Kafka|Node.js|Flask|React|CICD|Angular,1.0,3.0,30000,35000,USD,Toronto,No,2024-09-18,11-50,Transportation
254,Junior Software Engineer,JSON|FastAPI|RabbitMQ|Flask|Spring|Git|Scrum,0.0,5.0,30000,37000,USD,Manchester,No,2023-02-14,201-1000,E-commerce
255,Junior Software Engineer,Agile|Git|GraphQL|Docker,0.0,4.0,32000,41000,USD,Shiraz,No,2023-11-30,51-200,AdTech
256,Junior DevOps Engineer,AWS|GCP|Prometheus|GitLab-CI|Django|Jenkins,1.0,5.0,36000,48000,USD,Munich,No,2024-12-09,51-200,Telecom
257,Frontend Developer,React|Redux|Next.js|Vue|TypeScript|CSS|Next.js,3.0,7.0,63000,78000,USD,Paris,No,2023-09-10,201-1000,Fintech
258,Senior Software Engineer,,9.0,14.0,93000,133000,EUR,Berlin,No,2023-04-11,11-50,Retail
259,Solutions Architect,Kafka|Webpack|Communication,5.0,7.0,2520000000,3500000000,IRR,Amsterdam,No,2023-05-22,1-10,IoT
260,Junior DevOps Engineer,Docker|Azure|Jenkins|Nginx|Azure|Linux|Prometheus,0.0,,1420000000,1940000000,IRR,Vancouver,No,2023-02-26,1-10,Retail
261,Data Analyst,Testing|XGBoost|NumPy|Spark|Scrum|Pandas|CICD,3.0,7.0,60000,73000,USD,Mashhad,No,2024-11-27,11-50,Biotech
262,CTO,Tailwind|YAML|Problem-Solving|Go|Scrum,15.0,18.0,140000,194000,USD,Shiraz,Hybrid,2023-04-22,201-1000,Telecom
263,Senior Software Engineer,GraphQL|Problem-Solving|REST API|GraphQL,5.0,,4200000000,5270000000,IRR,Paris,No,2024-06-16,201-1000,Transportation
264,Director of Engineering,Svelte|Communication|Django|Svelte,15.0,17.0,183000,241000,USD,Karaj,Hybrid,2023-06-20,201-1000,Automotive
265,Backend Developer,YAML|Node.js|RabbitMQ|Spring|MySQL,2.0,5.0,60000,79000,USD,Shiraz,No,2023-06-16,51-200,Manufacturing
266,Backend Developer  ,Kafka|Communication|Node.js|RabbitMQ|PostgreSQL,5.0,11.0,71000,85000,USD,London,No,2024-04-01,1000+,Cybersecurity
267,Data Scientist  ,dbt|XGBoost|GraphQL,2.0,5.0,75000,89000,EUR,Hamburg,No,2024-01-31,11-50,Real Estate
268,Senior Software Engineer,CSS|Redis|Agile|Go|Node.js|Scrum|Communication|GraphQL,9.0,,6720000000,8060000000,IRR,Toronto,No,01/04/2023,201-1000,Education
269,Data Scientist,GraphQL|Git|PyTorch|PyTorch|Power BI|Tableau|LightGBM,2.0,7.0,60000,84000,USD,New York,Yes,2023-10-22,51-200,SaaS
270,Senior ML Engineer,Power BI|Pandas|MySQL|Python|TensorFlow,5.0,8.0,100000,120000,USD,Manchester,Hybrid,2024-01-05,201-1000,Gaming
271,Junior Software Engineer,Problem-Solving|Express|Spring|CICD|SASS,0.0,3.0,30000,43000,USD,Paris,Yes,2024-01-17,11-50,Logistics
272,Director of Engineering,Kubernetes|Testing|JSON|Testing|Svelte|C#|REST API,9.0,11.0,140000,165000,USD,Madrid,No,2024-01-07,201-1000,Fintech
273,Junior Full Stack Developer,SASS|Vue|Express|React,0.0,2.0,30000,42000,USD,Shiraz ,Hybrid,2024-03-17,,Telecom
274,Junior Backend Developer,Flask|Flask|Django|MySQL|Git|Go|Node.js,1.0,4.0,1340000000,1820000000,IRR,Austin,No,2024-09-19,201-1000,Telecom
275,Frontend Developer,TypeScript|Vue|JSON|Testing|Tailwind|Problem-Solving|SASS|Redux,2.0,7.0,60000,77000,USD,London,Yes,2024-02-22,201-1000,Blockchain
276,Jr. Data Analyst,Tableau|PyTorch|CICD|GraphQL|LightGBM,1.0,3.0,1430000000,2060000000,IRR,Tehran,Yes,2024-11-26,201-1000,SaaS
277,Junior Full Stack Developer,C#|Testing|React|TypeScript|MySQL|Scrum|PostgreSQL,1.0,6.0,43000,59000,USD,Singapore,No,2024-08-18,201-1000,Media
278,Principal Engineer,TypeScript|Linux|Spring|GraphQL|Tailwind|Vue,10.0,12.0,220000,289000,USD  ,Boston,No,2023-06-06,201-1000,Logistics
279,Solutions Architect,JSON|PostgreSQL|Svelte|JSON|Next.js,,11.0,2520000000,3520000000,IRR,Amsterdam,,2024-04-05,201-1000,LegalTech
280,Database Administrator,Agile|Communication|MongoDB|Tailwind|Linux|YAML,5.0,11.0,60000,72000,USD,Boston,Yes,2024-08-28,,AI/ML
281,Junior Data Analyst,Python|Spark|REST API|Pandas|PySpark|Airflow|Problem-Solving|PySpark,2.0,6.0,30000,36000,USD,Shiraz,,2023-03-09,51-200,Travel
282,Lead Architect,Testing|Kafka|YAML,13.0,19.0,146000,171000,USD,London,No,2024-12-08,51-200,Travel
283,Data Scientist,XGBoost|Communication|TensorFlow,5.0,7.0,56000,75000,EUR,Isfahan,No,2024-08-29,1-10,Telecom
284,Head of Data,PostgreSQL|Flask|REST API|REST API|Communication|YAML|Docker,10.0,16.0,7420000000,10620000000,IRR,Sydney,Hybrid,2023-08-07,201-1000,LegalTech
285,Senior Full Stack Developer,JSON|Vue|HTML,6.0,10.0,93000,132000,EUR,Remote,No,2023-03-07,201-1000,Media
286,Full Stack Developer,Svelte|Angular|RabbitMQ|Kafka,5.0,8.0,77000,99000,USD,Munich,Hybrid,2023-09-22,51-200,Fintech
287,Junior ML Engineer,Express|SQL|PySpark|Problem-Solving|SQL|dbt|NumPy,2.0,8.0,31000,38000,EUR,Isfahan,Hybrid,2024-06-21,201-1000,Media
288,Full Stack Developer,Agile|Flask|Communication,4.0,,64000,88000,USD,Paris,Yes,2023-04-26,11-50,Energy
289,Senior ML Engineer,,9.0,11.0,121000,149000,EUR,Amsterdam,No,2023-09-03,11-50,AdTech
290,Solutions Architect (Senior),Communication|Express|Linux|Svelte|FastAPI|Express,6.0,11.0,93000,107000,EUR,New York,Hybrid,2023-03-24,1000+,Healthcare
291,Frontend Developer,CSS|Redux|SASS|Next.js|SASS,2.0,5.0,74000,105000,EUR,Qom,Yes,20/05/2023,201-1000,LegalTech
292,Junior Web Developer,Tailwind|Tailwind|SASS|Node.js|Angular,2.0,5.0,50000,66000,USD,Sydney,Hybrid,2024-02-07,201-1000,IoT
293,DevOps Engineer,Communication|Django|Docker|Jenkins,4.0,7.0,2800000000,3320000000,IRR,Madrid,Yes,2024-06-22,1000+,Cybersecurity
294,Solutions Architect,Flask|YAML|Scrum|Communication|Testing|Webpack,3.0,7.0,3570000000,4660000000,IRR,Manchester,Yes,2024-04-06,1000+,Biotech
295,Senior DevOps Engineer,Jenkins|Linux|Prometheus|Azure|Kubernetes|C#|Ansible|Docker,6.0,12.0,6060000000,8250000000,IRR,Tokyo,No,2024-09-04,201-1000,Education
296,DIRECTOR OF ENGINEERING,GraphQL|PostgreSQL|GraphQL|Agile|Linux|PostgreSQL|SASS,10.0,13.0,220000,293000,USD,Paris,No,2023-10-15,51-200,Manufacturing
297,Senior Full Stack Developer,Svelte|React|Next.js|RabbitMQ|Java|Flask,6.0,9.0,93000,111000,EUR,Manchester,No,2024-05-21,201-1000,Education
298,Junior Full Stack Developer,Django|Agile|Docker|Angular|Flask,0.0,5.0,1260000000,1680000000,IRR,london,No,2024-05-25,1000+,Education
299,Jr. Frontend Developer,Redux|Webpack|JavaScript|HTML|JavaScript,1.0,7.0,30000,42000,USD,Tokyo,Hybrid,2024-10-21,51-200,Gaming
300,Full Stack Developer,JavaScript|Vue|Django,5.0,8.0,60000,86000,USD,Hamburg,No,2024-03-18,51-200,Logistics
301,Principal Engineer,YAML|YAML|Redis|Linux|REST API,10.0,12.0,193000,251000,USD,Vancouver,No,2024-11-23,11-50,Real Estate
302,Senior Full Stack Developer,Webpack|Communication|FastAPI|Docker,9.0,,101000,128000,USD,Madrid,Yes,2024-03-11,11-50,Transportation
303,Junior Frontend Developer,Svelte|React|REST API|JavaScript,2.0,7.0,28000,39000,EUR,Remote,Yes,2023-09-29,11-50,Automotive
304,Junior Software Engineer,,0.0,5.0,1650000000,2370000000,IRR,Hamburg,No,2024-09-08,201-1000,Media
305,DATABASE ADMINISTRATOR,,2.0,4.0,60000,74000,USD,Sydney,Yes,2024-10-27,51-200,Energy
306,SENIOR FULL STACK DEVELOPER,RabbitMQ|Tailwind|Tailwind|Python|RabbitMQ|Redux|FastAPI|Flask,8.0,,97000,124000,EUR,Istanbul,Hybrid,2024-03-01,,Media
307,Principal Engineer,Kafka|Scrum|Testing|Git|Next.js|Python|Redis|YAML,9.0,14.0,140000,188000,USD,Dubai,No,2024-10-23,51-200,Transportation
308,DevOps Engineer,Testing|Grafana|RabbitMQ|AWS|Azure|Testing|Linux,5.0,9.0,56000,73000,EUR,Hamburg,No,2023-06-15,11-50,Energy
309,Junior Software Engineer,Communication|Scrum|Scrum|JSON|Git|Python,1.0,7.0,30000,41000,USD,Berlin,Yes,2024-03-16,51-200,E-commerce
310,Director of Engineering,Docker|Redux|C#|Testing|Java|GraphQL|GraphQL|C#,9.0,,174000,223000,USD,Karaj,No,2023-07-30,1000+,Education
311,Senior ML Engineer,RabbitMQ|Redis|Python|Scrum,8.0,10.0,100000,132000,USD,Vancouver,No,2024-02-29,11-50,Travel
312,Senior Software Engineer,CICD|MySQL|Python|RabbitMQ|Agile|Git|Testing,5.0,8.0,100000,119000,USD,Toronto,Hybrid,2023-02-07,201-1000,Transportation
313,Solutions Architect,JSON|Express|PostgreSQL|MySQL|Git|Communication|Docker|Node.js,5.0,11.0,56000,76000,EUR,Tokyo,Yes,2024-12-15,1-10,Manufacturing
314,Senior Frontend Developer,Next.js|Next.js|Angular|Scrum,9.0,12.0,100000,129000,USD,Berlin,No,2024-07-06,201-1000,Retail
315,Software Engineer,C#|GraphQL|Communication,2.0,8.0,60000,86000,USD,Remote,Yes,2024-10-04,201-1000,Automotive
316,Junior Web Developer,TypeScript|HTML|Next.js|Redux,1.0,6.0,28000,34000,EUR,Tabriz,No,2023-03-05,201-1000,Transportation
317,Senior DevOps Engineer,Jenkins|GitLab-CI|Linux|GitLab-CI|Testing|Jenkins|Agile|AWS,8.0,14.0,4510000000,6310000000,IRR,Mashhad,No,2023-08-06,201-1000,Travel
318,Junior Full Stack Developer,JSON|Node.js|Linux,1.0,4.0,39000,49000,USD,Hamburg,Hybrid,2023-02-19,11-50,Retail
319,Junior DevOps Engineer,Azure|Prometheus|GitLab-CI|Terraform|Nginx|Jenkins|GitLab-CI,2.0,7.0,28000,35000,EUR,London,No,2023-06-02,1000+,Manufacturing
320,CTO,Linux|Agile|Testing|Git|YAML|Webpack|Express|JSON,9.0,15.0,187000,248000,EUR,New York,,2024-06-18,201-1000,Fintech
321,Web Developer,Redux|Tailwind|Go|Svelte|Next.js|YAML|PostgreSQL|MongoDB,5.0,,100000,121000,USD,Munich,No,2024-06-24,11-50,LegalTech
322,Software Developer Intern,Agile|Git|YAML|PostgreSQL|Agile|JavaScript|SASS|Java,0.0,4.0,42000,55000,USD,Berlin,No,2023-05-04,51-200,Healthcare
323,Web Developer,Kafka|JavaScript|Redis,2.0,4.0,65000,80000,USD,Paris,No,2023-05-09,11-50,Blockchain
324,Frontend Developer,JSON|GraphQL|JavaScript|JavaScript|GraphQL|Redux,-1.0,4.0,60000,85000,USD,Manchester,Hybrid,2024-11-27,11-50,Blockchain
325,lead architect,React|Kubernetes|Spring,11.0,15.0,7120000000,9010000000,IRR,Singapore,No,2024-10-12,11-50,Cloud
326,SENIOR BACKEND DEVELOPER,Kafka|Python|Python,8.0,13.0,93000,131000,EUR,Seattle,No,2024-10-26,1000+,Retail
327,Senior Frontend Developer,Git|TypeScript|Tailwind|HTML|Vue|GraphQL|JavaScript|Vue,7.0,10.0,100000,140000,USD,Berlin,No,2023-11-07,1000+,Biotech
328,ML Engineer,Docker|Power BI|Django|XGBoost|Scikit-learn,3.0,9.0,3540000000,4740000000,IRR,Vancouver  ,Hybrid,2023-10-08,,Travel
329,Junior ML Engineer,Communication|Pandas|Tableau|Power BI|MySQL|R,0.0,6.0,30000,38000,usd,Istanbul,Hybrid,2024-08-08,11-50,Manufacturing
330,database administrator,,2.0,6.0,56000,78000,EUR,London,No,2024-04-29,1-10,Cloud
331,Solutions Architect (Senior),C#|Go|Git|Java|REST API|Problem-Solving|Testing,6.0,8.0,124000,170000,USD,Mashhad,No,2023-03-09,201-1000,AdTech
332,Junior Backend Developer,C#|PostgreSQL|Python|RabbitMQ|Docker|PostgreSQL,0.0,2.0,35000,47000,USD,San Francisco,No,2024-08-09,11-50,E-commerce
333,Junior ML Engineer,Airflow|PyTorch|NumPy|NumPy|Power BI|PyTorch|Spark,0.0,3.0,31000,44000,USD,Paris,No,2024-07-26,1-10,Logistics
334,Tech Lead,PostgreSQL|YAML|Redux|PostgreSQL|Express|CSS|Problem-Solving,15.0,20.0,140000,191000,USD,Berlin,Hybrid,2024-04-22,51-200,Media
335,Data Analyst,,,13.0,60000,73000,USD,Singapore,Yes,2023-07-19,11-50,Cybersecurity
336,Data Analyst,XGBoost|Git|Agile|TensorFlow,2.0,4.0,60000,85000,USD,Tokyo,No,2024-04-12,201-1000,Travel
337,Junior DevOps Engineer,Nginx|GCP|GCP|Ansible,1.0,4.0,1280000000,1610000000,IRR,Seattle,Yes,2024-08-24,51-200,Education
338,Head of Data,Go|GraphQL|Svelte|Go,14.0,20.0,152000,195000,USD,Manchester,Hybrid,2023-07-03,201-1000,IoT
339,Junior Data Analyst,LightGBM|dbt|XGBoost|PyTorch|PySpark|REST API,1.0,,32000,42000,EUR,Austin  ,No,2024-06-15,201-1000,Manufacturing
340,Web Developer,Angular|Webpack|Go|HTML,4.0,6.0,65000,84000,EUR,MANCHESTER,No,2023-04-11,201-1000,LegalTech
341,Web Developer,Svelte|SASS|Kubernetes|Angular,,10.0,56000,64000,EUR,Singapore,No,2024-02-20,11-50,Media
342,DevOps Engineer,GCP|Ansible|Prometheus|Nginx|Ansible|RabbitMQ,5.0,,78000,90000,EUR,Madrid,No,2024-12-15,11-50,InsurTech
343,Junior Backend Developer,PostgreSQL|FastAPI|Redis|Redis|MongoDB,2.0,4.0,37000,46000,USD,Boston,No,2024-08-04,1000+,SaaS
344,CTO,RabbitMQ|Webpack|Communication|TypeScript|Agile,10.0,15.0,140000,201000,USD,Berlin,No,2024-01-31,1-10,Manufacturing
